name,reading,meaning
改組,かいそ,組織を改めること。改編。
海鼠,かいそ,ナマコのこと。
開祖,かいそ,１ ある宗教を新たに開始した人。また、新たな宗派を開始した人。２ 学問・芸能などで、一流派のもとを開いた人。
回漕,かいそう,物資などを船で運送すること。
怪僧,かいそう,不思議な行法・能力の持ち主と見なされている僧。
改葬,かいそう,一度葬った遺体や遺骨を、別の所へ葬り直すこと。
海曹,かいそう,海上自衛官の階級の一。准海尉と海士の間で、一・二・三等海曹がある。諸外国海軍および旧日本海軍の上等・一等・二等兵曹に相当。
海草,かいそう,１ 海中に生える顕花植物。アマモの類。２ 海中に生えるアマモや藻類の総称。
海藻,かいそう,海に生える藻類の総称。アオサなどの緑藻、コンブなどの褐藻、テングサなどの紅藻類をさすことが多い。
海葱,かいそう,１ ユリ科の多年草。葉は根際から出て、幅の広い線形で肉質。秋、高さ1メートル近く花茎を伸ばし、白色の花を総状につける。地中海沿岸の原産で、鱗茎(りんけい)を利尿薬などに使用。２ コトジツノマタの別名。
開創,かいそう,ひらき、はじめること。特に、一寺を開くこと。
階層,かいそう,１ 社会的、経済的地位がほぼ同じ程度の人々の集団。職業・収入・財産・学歴・年齢などが基準となって、格づけ・識別される。界層。２ 建築物の階の上下の重なり。
潰走,かいそう,戦いに惨敗して、秩序なく、逃げること。敗走。
会則,かいそく,会に関する決まり。会規。
快速,かいそく,１ 気持ちがよいほど速いこと。また、そのさま。２ 停車駅を少なくして、速く走る電車。
海賊,かいぞく,１ 海上を横行し、往来の船などを襲い、財貨を脅し取る盗賊。２ 中世、海上戦力にすぐれた武士とその集団。北九州・瀬戸内海に本拠をもつものが多かった。水軍。３ 法律用語。公海や公空を横行し、船や航空機を襲って暴行・略奪などする盗賊で、国際条約による取り締まりの対象とされるもの。
塊村,かいそん,民家が雑然とかたまっている集落。
海損,かいそん,航海中の事故などによって生じた、船または積み荷の実物損害。
快打,かいだ,野球などで、胸のすくようなすばらしい打撃。また、そのような打撃をすること。クリーンヒット。
懐胎,かいたい,子をはらむこと。身ごもること。懐妊。妊娠。
拐帯,かいたい,人から預かった金や品物を持ち逃げすること。
海退,かいたい,海面の低下、あるいは陸地の隆起によって、海岸線が海側に後退し、陸地が広がること。
懈怠,かいたい,１ 法律用語。ある義務を怠ること。民法上、過失と同義とされる。２ 法律用語。一定の訴訟行為をなすべき期日にそれを怠り、また期間内に一定の訴訟行為をしないで過ごすこと。３ なまけること。おこたること。怠惰。４ 仏語。善行を修めるのに積極的でない心の状態。精進(しょうじん)に対していう。
解題,かいだい,１ 書物や作品の著者・成立事情・内容・体裁・出版・発表の年月、他に及ぼした影響などについて解説すること。また、その解説。開題。２ 問題を解くこと。
海台,かいだい,大洋底にある、頂部が比較的平坦な台地状の地形。広さが100平方キロメートル以上あり、周囲の海底から200メートル以上隆起しているものをいう。日本海西部の朝鮮海台、北大西洋のアゾレス海台など。プラトー（plateau）。
階高,かいだか,建物の、ある階の床面からすぐ上の階の床面までの高さ。
貝蛸,かいだこ,アオイガイの動物体。タコの一種で、雌は殻をもっているのでいう。
回達,かいたつ,次々に送り届けること。順送りに回して知らせること。
塊炭,かいたん,大きなかたまりの石炭。直径4センチ以上のものをいう。
解団,かいだん,団体の組織を解散すること。
快談,かいだん,互いに気持ちよく楽しく話し合うこと。また、その話。
戒壇,かいだん,戒律を授ける儀式を行うために設けた特定の壇。
回虫,かいちゅう,線虫綱回虫科の袋形動物。人間の小腸に寄生。体は細長く、黄白色。体長20～40センチになり、雄のほうが小さい。虫卵が野菜などに付着して人間の口から体内に入り、小腸で孵化(ふか)した幼虫は肝臓・心臓・肺に入り、さらに気管を経て胃・小腸に達して成虫になる。出血性肺炎や臓器への侵入によるさまざまな障害の原因となるが、人糞(じんぷん)肥料を用いなくなってから減少した。豚・犬・猫などにも特定のものが寄生する。
懐中,かいちゅう,１ ふところ、またはポケットの中。また、そこに入れて持っていること。２ ふところやポケットに入れているもの。特に財布・紙入れなど。３ 携帯用の小型の物。
改鋳,かいちゅう,鋳造しなおすこと。鋳(い)なおすこと。
海中,かいちゅう,海のなか。また、海の真ん中。
快著,かいちょ,すばらしい著作物。
会長,かいちょう,１ 会や団体の仕事を統括し、代表する人。２ 会社で、社長の上に置かれる役職。また、社長を退いた人の名誉職。
回腸,かいちょう,小腸の終末部分。空腸と、大腸の盲腸との間の部分。
怪鳥,かいちょう,あやしい鳥。けちょう。
海潮,かいちょう,海の水。うしお。
海鳥,かいちょう,海洋で生活する鳥。ふつう、繁殖のみ陸上で行う。ミズナギドリ・ペンギン・ウミスズメ・カモメなど。うみどり。
開帳,かいちょう,１ ふだんは閉じてある厨子(ずし)の扉を、特定日に限って開き、中の秘仏を一般の人に拝ませること。開龕(かいがん)。啓龕(けいがん)。開扉(かいひ)。２ 隠すべきものを人目にさらすこと。３ 賭博(とばく)の座を開くこと。
開庁,かいちょう,１ 新しく官庁を開設し、仕事を始めること。２ 官庁がその日の業務を始めること。また、業務を行っていること。
開張,かいちょう,１ 大きく広がること。大きく広げること。２ チョウ・ガ・トンボなどの昆虫が、翅(はね)を広げたときの長さ。鳥は翼開張という。３ 賭博(とばく)の座を開くこと。
回勅,かいちょく,ローマカトリック教会で、教皇が全教会の司教または信者にあてて、教会全体の重要問題について書き送るラテン語の手紙。回章。
