name,reading,meaning
助命,じょめい,命を助けること。
除名,じょめい,１ 名簿などから、その名前を除き去ること。団体などで、その構成員としての資格を奪うこと。２ 古代、律に定めた付加刑。重罪を犯した官人の位階・勲等を6年間剝奪した。
女優,じょゆう,女性の俳優。女役者。⇔男優。
女流,じょりゅう,女性。婦人。女性の芸術家や技術家などにいう。
助力,じょりょく,他の人の進めている仕事や活動などに力を貸すこと。手助け。じょりき。
序列,じょれつ,１ 順序をつけて並べること。また、順に並ぶこと。２ 一定の基準に従って並べた順序。きまった順序。
序論,じょろん,論文などで、本論への導入部分として最初に述べられる論説。緒論(しょろん)。
地雷,じらい,１ 地中に埋めておき、人や戦車などがそれを踏むと爆発する仕組みの爆弾。地雷火。２ 俗に、そのことに触れると人を怒らせる事柄。
自力,じりき,１ 自分ひとりの力。じりょく。２ 仏語。自分だけの力で修行し悟りを得ようとすること。
地力,じりき,その人が持っている本来の力。実力。
自律,じりつ,１ 他からの支配・制約などを受けずに、自分自身で立てた規範に従って行動すること。２ カントの道徳哲学で、感性の自然的欲望などに拘束されず、自らの意志によって普遍的道徳法則を立て、これに従うこと。
自立,じりつ,１ 他への従属から離れて独り立ちすること。他からの支配や助力を受けずに、存在すること。２ 支えるものがなく、そのものだけで立っていること。
自流,じりゅう,１ 自分だけの特有のやり方。自己流。我流。２ 自分の所属する流派。
時流,じりゅう,その時代の社会一般の風潮や、思想の傾向。
磁力,じりょく,磁極間で引き合う力や斥け合う力。広義には電流と磁石、電流と電流との間に働く力など。磁気力。
辞林,じりん,言葉を集めて解釈した書物。辞書。辞典。
事例,じれい,１ 前例となる事実。２ 具体的な実例。ケース。
辞令,じれい,１ 官職・役職などの任免の際、その旨を書いて本人に渡す文書。２ 人と応対するときの形式的な言葉やあいさつ。３ 文章上の言葉遣い。文章のあや。
持論,じろん,かねてから主張している自分の意見・説。持説。
仁愛,じんあい,情け深い心で人を思いやること。いつくしむこと。また、そのさま。
人位,じんい,人としての地位。臣下としての位階。
人為,じんい,１ 人の力で何かを行うこと。人のしわざ。２ 自然の状態に人が手を加えること。
人員,じんいん,集団や組織体を構成する人の数。また、構成する人。
塵煙,じんえん,ちりとけむり。また、煙のように立ちのぼるちり。
人家,じんか,人の住む家。
塵芥,じんかい,ちりあくた。ごみ。また、取るに足りないもののたとえ。
人外,じんがい,１ 人間の住む世界の外。俗世間の外。また、出家の境涯。２ 人の道にはずれていること。にんがい。
人格,じんかく,１ 独立した個人としてのその人の人間性。その人固有の、人間としてのありかた。２ すぐれた人間性。また、人間性がすぐれていること。３ 心理学で、個人に独自の行動傾向をあらわす統一的全体。性格とほぼ同義だが、知能的面を含んだ広義の概念。パーソナリティー。４ 倫理学で、自律的行為の主体として、自由意志を持った個人。５ 法律上の行為をなす主体。権利を有し、義務を負う資格のある者。権利能力。
仁義,じんぎ,１ 仁と義。儒教道徳の根本理念。２ 道徳上守るべき筋道。３ 他人に対して欠かせない礼儀上の務め。義理。
陣形,じんけい,戦闘の隊形。戦陣の形。
人傑,じんけつ,すぐれた人物。才知・実行力などにひいでた人物。傑人。
人件,じんけん,人事に関する事柄。
人権,じんけん,人間が人間として当然に持っている権利。基本的人権。
人語,じんご,１ 人間の言葉。２ 人の話し声。
人口,じんこう,１ 人の数。特に、一国、または一定の地域内に住む人の総数。２ 世人の口の端 (は) 。世間のうわさ。
人工,じんこう,自然の事物や現象に人間が手を加えること。
人材,じんざい,才能があり、役に立つ人。有能な人物。人才。
塵滓,じんし,ちりとかす。けがれ。また、俗世間のけがれ。
人事,じんじ,１ 人間社会の出来事。人世の事件。自然の事柄に対していう。２ 人間の力でできる事柄。人間が行う事柄。３ 社会・機構・組織などの中で、個人の身分・地位・能力の決定などに関する事柄。４ 俳句の季語の分類の一。天文・地理などに対し、人間に関する題材。
仁術,じんじゅつ,仁徳を他に施す方法。また、特に医術をいう。
尋常,じんじょう,１ 特別でなく、普通であること。また、そのさま。あたりまえ。２ 見苦しくないこと。目立たず上品なこと。また、そのさま。しとやか。３ 態度がいさぎよいこと。すなおなこと。また、そのさま。４ 「尋常小学校」の略。５ りっぱなこと。すぐれていること。また、そのさま。
人心,じんしん,人間の心。また、世の人々の考えや気持ち。
人身,じんしん,１ 人間のからだ。人体。２ 個人の身分や身の上。
甚深,じんしん,非常に奥が深いこと。意味・境地などが深遠であること。深甚。
